timestamp,eye_rub_first_hand_report,eye_rub_first_hand_count,eye_rub_first_hand_durations,|,eye_rub_second_hand_report,eye_rub_second_hand_count,eye_rub_second_hand_durations,|,flicker_report,flicker_count,|,micro_sleep_report,micro_sleep_count,micro_sleep_durations,|,pitch_report,pitch_count,pitch_durations,|,yawn_report,yawn_count,yawn_durations
2025-06-18 19:11:10,False,0,[],|,False,0,[],|,False,Counting flickers... 46.0 seconds remaining.,|,False,0,[],|,True,5,"['1 pitch: 22.0 seconds', '2 pitch: 135.0 seconds', '3 pitch: 88.0 seconds', '4 pitch: 9.0 seconds', '5 pitch: 4.0 seconds']",|,False,0,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds', '5 yawn: 0.0 seconds', '6 yawn: 0.0 seconds', '7 yawn: 0.0 seconds']"
2025-06-18 19:11:24,False,0,[],|,False,0,[],|,False,0,|,True,10,"['1 micro sleep: 5.0 seconds', '2 micro sleep: 3.0 seconds', '3 micro sleep: 8.0 seconds', '4 micro sleep: 4.0 seconds', '5 micro sleep: 3.0 seconds', '6 micro sleep: 11.0 seconds', '7 micro sleep: 5.0 seconds', '8 micro sleep: 3.0 seconds', '9 micro sleep: 4.0 seconds', '10 micro sleep: 3.0 seconds']",|,False,Counting pitches...,[],|,False,0,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds', '5 yawn: 0.0 seconds', '6 yawn: 0.0 seconds', '7 yawn: 0.0 seconds']"
2025-06-18 19:11:30,False,0,[],|,False,0,[],|,False,0,|,True,11,"['1 micro sleep: 5.0 seconds', '2 micro sleep: 3.0 seconds', '3 micro sleep: 8.0 seconds', '4 micro sleep: 4.0 seconds', '5 micro sleep: 3.0 seconds', '6 micro sleep: 11.0 seconds', '7 micro sleep: 5.0 seconds', '8 micro sleep: 3.0 seconds', '9 micro sleep: 4.0 seconds', '10 micro sleep: 3.0 seconds', '11 micro sleep: 3.0 seconds']",|,False,Counting pitches...,[],|,False,0,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds', '5 yawn: 0.0 seconds', '6 yawn: 0.0 seconds', '7 yawn: 0.0 seconds']"
2025-06-18 19:11:56,False,0,[],|,False,0,[],|,True,5,|,False,0,[],|,False,Counting pitches...,[],|,False,0,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds', '5 yawn: 0.0 seconds', '6 yawn: 0.0 seconds', '7 yawn: 0.0 seconds']"
2025-06-18 19:11:57,False,0,[],|,False,0,[],|,False,Counting flickers... 59.0 seconds remaining.,|,False,0,[],|,True,6,"['1 pitch: 22.0 seconds', '2 pitch: 135.0 seconds', '3 pitch: 88.0 seconds', '4 pitch: 9.0 seconds', '5 pitch: 4.0 seconds', '6 pitch: 20.0 seconds']",|,False,0,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds', '5 yawn: 0.0 seconds', '6 yawn: 0.0 seconds', '7 yawn: 0.0 seconds']"
2025-06-18 19:32:05,False,0,[],|,False,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,False,0,[]
2025-06-18 19:32:08,False,0,[],|,False,0,[],|,False,Counting flickers... 57.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,1,['1 yawn: 0.0 seconds']
2025-06-18 19:32:14,False,0,[],|,False,0,[],|,False,0,|,True,1,['1 micro sleep: 4.0 seconds'],|,False,Counting pitches...,[],|,True,2,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds']"
2025-06-18 19:32:22,False,0,[],|,False,0,[],|,False,0,|,True,2,"['1 micro sleep: 4.0 seconds', '2 micro sleep: 5.0 seconds']",|,False,Counting pitches...,[],|,True,3,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds']"
2025-06-18 19:32:31,False,0,[],|,False,0,[],|,False,Counting flickers... 33.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,4,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds']"
2025-06-18 19:33:09,False,0,[],|,False,0,[],|,True,2,|,False,0,[],|,False,Counting pitches...,[],|,False,4,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds']"
2025-06-18 19:33:37,False,0,[],|,False,0,[],|,False,0,|,True,3,"['1 micro sleep: 4.0 seconds', '2 micro sleep: 5.0 seconds', '3 micro sleep: 4.0 seconds']",|,False,Counting pitches...,[],|,False,4,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds']"
2025-06-18 19:34:06,False,0,[],|,False,0,[],|,False,Counting flickers... 3.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,4,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds', '4 yawn: 0.0 seconds']"
2025-06-18 19:42:06,False,0,[],|,False,0,[],|,False,0,|,True,1,['1 micro sleep: 20.0 seconds'],|,False,Counting pitches...,[],|,False,0,[]
2025-06-18 19:43:10,False,0,[],|,False,0,[],|,True,1,|,False,0,[],|,False,Counting pitches...,[],|,False,0,[]
2025-06-18 19:43:58,False,0,[],|,False,0,[],|,False,Counting flickers... 12.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,1,['1 yawn: 0.0 seconds']
2025-06-18 19:44:05,False,0,[],|,False,0,[],|,False,Counting flickers... 5.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,2,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds']"
2025-06-18 19:44:10,False,0,[],|,False,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,False,2,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds']"
2025-06-18 19:44:11,False,0,[],|,False,0,[],|,False,Counting flickers... 59.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,3,"['1 yawn: 0.0 seconds', '2 yawn: 0.0 seconds', '3 yawn: 0.0 seconds']"
